dataset,subject,state,n_episodes,mean_dwell,cv_observed,cv_geometric,overdispersion,ks_stat,ks_p
NURSE,7A_1587228286,overloaded,12,23.583333333333332,1.9755241711953406,0.97856894143687,0.9969552297584706,0.3150450892367366,0.14767360199650248
NURSE,7A_1587228286,stuck,9,1.0,0.0,3.16227779099239e-05,-3.16227779099239e-05,0.9999999989999999,2.000001489327171e-81
NURSE,7A_1587556854,overloaded,27,13.296296296296296,1.1854192371057746,0.9616605879160146,0.22375864918975996,0.2626459608016238,0.039260795625210454
NURSE,7A_1588977047,overloaded,20,5.05,1.894662530194547,0.8955334711889903,0.9991290590055567,0.31581139880481546,0.028471296705041338
NURSE,7A_1588977047,stuck,10,9.6,2.2147117005756454,0.9464847243000456,1.2682269762755998,0.5025173611111111,0.007337800257873929
NURSE,7A_1589025873,overloaded,60,4.25,1.3479875212904555,0.8744746321952062,0.47351288909524936,0.23529411764705888,0.002094172081372969
NURSE,7A_1589025873,stuck,83,1.8674698795180722,0.8589129930654255,0.6815542010964778,0.17735879196894766,0.535483870967742,9.00734275978643e-23
NURSE,7A_1592926372,overloaded,11,8.545454545454545,1.3327201698610136,0.9396694756158972,0.3930506942451164,0.2338701662707422,0.5108414943565439
NURSE,7A_1593177044,overloaded,16,15.6875,1.405595531592133,0.9676026974330328,0.43799283415910006,0.23604225213951247,0.2870041447895779
NURSE,7A_1593192268,overloaded,25,3.76,2.9627993809948627,0.8567628336893993,2.1060365473054636,0.45404255319148934,3.1514140359668194e-05
NURSE,7A_1593192268,stuck,25,3.2,1.0269797953221864,0.82915619758885,0.19782359773333646,0.3125,0.011453570174983385
NURSE,7A_1593521778,overloaded,11,9.090909090909092,1.1339312148450627,0.9433981132056604,0.1905331016394023,0.13334492732463643,0.9752255726110202
NURSE,7A_1593521778,stuck,11,2.727272727272727,0.44472213547087786,0.7958224257542215,-0.3511002902833436,0.4170707070707071,0.03012421394262732
NURSE,7A_1593534070,overloaded,11,12.181818181818182,0.9997772084187566,0.9580764310644501,0.04170077735430655,0.28154681139755766,0.2899567757474467
NURSE,7A_1593534070,stuck,20,3.05,0.7995900589021115,0.8198360491836058,-0.02024599028149421,0.3278688524590164,0.020449352156951095
NURSE,7A_1593609973,overloaded,18,7.777777777777778,3.0081182673232916,0.933503385868831,2.0746148814544605,0.4395299643666991,0.0011042171634184639
NURSE,7A_1593609973,stuck,33,2.090909090909091,0.9518992390535087,0.7223151185146152,0.22958412053889354,0.4782608695652174,1.8431455076425988e-07
NURSE,7A_1593709119,overloaded,17,13.529411764705882,1.9933348296036855,0.9623341189637511,1.0310007106399344,0.33785166240409203,0.031104966350925523
NURSE,7A_1593709119,stuck,23,5.434782608695652,1.8708030361318106,0.9033271832508972,0.9674758528809134,0.4129037133913045,0.00046096901622094677
NURSE,7A_1594043417,overloaded,19,4.2631578947368425,0.9591567703483965,0.8748897637790901,0.08426700656930641,0.23456790123456783,0.21058923346448544
NURSE,7A_1594043417,stuck,30,1.7666666666666666,0.9089954317317663,0.6587581226451356,0.2502373090866308,0.5660377358490566,1.3214302529631425e-09
